id,text,category
1042516,ALL IN ONE HP PROONE 400 G1 UNIDAD,ALL IN ONE
1136150,DESKTOP ARTEC NETIVOT I3 (WP) UNIDAD,DESKTOP
1042594,LAPTOP HP 240 G3 J2L45LT UNIDAD,LAPTOP
1042500,ALL IN ONE HP PROONE 400 G1 G3420T/4GB DDR3/500GB 7200RPM/WIN7P UNIDAD,ALL IN ONE
1042616,LAPTOP HP PAVILION 14-V005LA UNIDAD,LAPTOP
1136175,DESKTOP LANIX S601-I7 4790 UNIDAD,DESKTOP
1042663,LAPTOP HP ZBOOK 14 (7U75LT) UNIDAD,LAPTOP
1136273,LAPTOP AMINORTE AMI I5 UNIDAD,LAPTOP
1136145,DESKTOP ARTEC NETANYA I5 (M19-WPOF2) UNIDAD,DESKTOP
1136143,DESKTOP ARTEC NETANYA I5 (M19) UNIDAD,DESKTOP
1042529,DESKTOP - INTEL CORE I5 UNIDAD,DESKTOP
1042621,LAPTOP HP 15-G010LA UNIDAD,LAPTOP
1042507,DESKTOP HP PRODESK 400 G1 UNIDAD,DESKTOP
1042555,DESKTOP HP ALL-IN-ONE HP ELITEONE 800 G1 NO TÁCTIL DE 21.5 PULGADAS UNIDAD,DESKTOP
1042506,DESKTOP HP PRODESK 400 G1 G5R00LT#ABM UNIDAD,DESKTOP
1042508,DESKTOP HP PRODESK 600 G1 UNIDAD,DESKTOP
1042485,DESKTOP LANIX TITAN HX 4310E UNIDAD,DESKTOP
1042579,LAPTOP HP ELITEBOOK 840 G1 UNIDAD,LAPTOP
1136285,LAPTOP LENOVO B40-70 UNIDAD,LAPTOP
1136158,DESKTOP CLIO 5830 CORE I5 UNIDAD,DESKTOP
1042509,DESKTOP HP ELITEDESK 800 G1 UNIDAD,DESKTOP
1136163,DESKTOP EBOX-CRECIC INTEL CORE I5 UNIDAD,DESKTOP
1136030,ALL IN ONE DELL OPTIPLEX 3030 AIO BTX UNIDAD,ALL IN ONE
1042022,DESKTOP DELL OPTIPLEX 3020 SFF UNIDAD,DESKTOP
1042596,LAPTOP HP 340 G1 UNIDAD,LAPTOP
1042612,LAPTOP HP PAVILION 15-P003LA UNIDAD,LAPTOP
1042611,LAPTOP HP PAVILION 13-A001LA X360 UNIDAD,LAPTOP
1042505,DESKTOP HP PRODESK 400 G1 G5Q99LT#ABM UNIDAD,DESKTOP
1042564,DESKTOP HP F3H85AA UNIDAD,DESKTOP
1042608,LAPTOP HP ENVY 15-K049LA UNIDAD,LAPTOP
1136280,LAPTOP HP PROBOOK 430 G2 UNIDAD,LAPTOP
1136272,LAPTOP AMINORTE AMI 110-N UNIDAD,LAPTOP
1042604,LAPTOP HP ENVY 17-J150LA LEAP MOTION SE UNIDAD,LAPTOP
1075783,DESKTOP HP ALL-IN-ONE HP ELITEONE 800 G1 NO TÁCTIL DE 21.5 PULGADAS ARRIENDO 36 MESES,DESKTOP
1042510,DESKTOP HP PRODESK 600 G1 F4L36LT#ABM UNIDAD,DESKTOP
1042541,DESKTOP HP PRODESK 400 G1(K1L39LT)  UNIDAD,DESKTOP
1136141,DESKTOP AMINORTE AMI I7 UNIDAD,DESKTOP
1042603,LAPTOP HP ENVY 15-Q002LA UNIDAD,LAPTOP
1136276,LAPTOP DELL LATITUDE 7440 UNIDAD,LAPTOP
1042023,LAPTOP LENOVO THINKPAD E440 UNIDAD,LAPTOP
1136144,DESKTOP ARTEC NETANYA I5 (M19-WP) UNIDAD,DESKTOP
1042552,DESKTOP HP ELITEDESK 800 G1 K6P74LT UNIDAD,DESKTOP
1042553,DESKTOP HP ELITEDESK 800 G1 UNIDAD,DESKTOP
1136286,LAPTOP LENOVO CORE I5-4210U UNIDAD,LAPTOP
1136151,DESKTOP ARTEC NETIVOT I3 LITE UNIDAD,DESKTOP
1075750,DESKTOP LENOVO M83 I5 ARRIENDO 36 MESES,DESKTOP
1042524,LAPTOP LENOVO X240 I5 UNIDAD,LAPTOP
1042606,LAPTOP HP ENVY 15-K050LA UNIDAD,LAPTOP
1042439,LAPTOP HP 240 G3 UNIDAD,LAPTOP
1042651,DESKTOP HP Z820 UNIDAD,DESKTOP
1136028,ALL IN ONE APPLE IMAC UNIDAD,ALL IN ONE
1042642,DESKTOP HP Z420 F1K64LT UNIDAD,DESKTOP
1042582,LAPTOP HP ELITEBOOK 840 G1  UNIDAD,LAPTOP
1136166,DESKTOP GEAR ONE 1 UNIDAD,DESKTOP
1075751,DESKTOP LENOVO E73E G3220 ARRIENDO 36 MESES,DESKTOP
1136271,LAPTOP ACER ASPIRE E5-511 UNIDAD,LAPTOP
1042590,LAPTOP HP 240 G3 UNIDAD,LAPTOP
1042614,LAPTOP HP PAVILION 11-N010LA UNIDAD,LAPTOP
1042542,DESKTOP HP PRODESK 400 G1(G5Q99LT)  UNIDAD,DESKTOP
1136162,DESKTOP EBOX-CRECIC INTEL CORE I3 UNIDAD,DESKTOP
1042530,DESKTOP - INTEL CORE I3 WIN8.1 UNIDAD,DESKTOP
1042543,DESKTOP HP PRODESK 400 G1(G5R01LT)  UNIDAD,DESKTOP
1136183,DESKTOP - INTEL CORE I3 UNIDAD,DESKTOP
1136152,DESKTOP CIBERGROUP INTEL CORE I3 UNIDAD,DESKTOP
1136190,DESKTOP THREEVIU 3W CORE I3 UNIDAD,DESKTOP
1042520,LAPTOP HP PROBOOK 440 G1 UNIDAD,LAPTOP
1042515,ALL IN ONE HP ELITEONE 800 G1 UNIDAD,ALL IN ONE
1136182,DESKTOP - INTEL CORE I3 UNIDAD,DESKTOP
1136146,DESKTOP ARTEC NETANYA I7 GOLD (16G1T-WP) UNIDAD,DESKTOP
1042556,DESKTOP HP ELITEONE 800 G1 NO TÁCTIL DE 21.5 PULGADAS UNIDAD,DESKTOP
1042532,DESKTOP - INTEL CORE I5 UNIDAD,DESKTOP
1136172,DESKTOP INTEL CORE I3 UNIDAD,DESKTOP
1153058,DESKTOP LENOVO THINKCENTRE M73 10B7A1FYCL UNIDAD,DESKTOP
1136185,DESKTOP SUNSHINE V3 UNIDAD,DESKTOP
1042609,LAPTOP HP ENVY 14-U001LA UNIDAD,LAPTOP
1042601,LAPTOP HP ELITEBOOK FOLIO 1040 G1 UNIDAD,LAPTOP
1042595,LAPTOP HP 240 G3 UNIDAD,LAPTOP
1042661,LAPTOP HP ZBOOK 14 UNIDAD,LAPTOP
1042600,LAPTOP HP ELITEBOOK 840 G1 UNIDAD,LAPTOP
1042593,LAPTOP HP 240 G3 J2L48LT UNIDAD,LAPTOP
1153071,DESKTOP LENOVO THINKCENTRE M93 10A8000SCS  UNIDAD,DESKTOP
1042568,DESKTOP HP ENVY RECLINE 23-M110LA TOUCHSMART BEATS SE ALL-IN-ONE UNIDAD,DESKTOP
1155944,DESKTOP AMINORTE I3 UNIDAD,DESKTOP
1153069,DESKTOP LENOVO THINKCENTRE M73E (10B70025CB) FREE DOS UNIDAD,DESKTOP
1042617,LAPTOP HP PAVILION 14-V006LA UNIDAD,LAPTOP
"1163215,""ALL IN ONE HP HP 18.5"""" E1-6010 4GB 1TB WINDOWS 8.1 UNIDAD"",ALL IN ONE"
1042548,DESKTOP HP PRODESK 600 G1 DESKTOP MINI UNIDAD,DESKTOP
1136170,DESKTOP HP Z840 UNIDAD,DESKTOP
1042557,DESKTOP HP ELITEONE 800 G1 TODO EN UNO UNIDAD,DESKTOP
1042664,LAPTOP HP ZBOOK 14 UNIDAD,LAPTOP
1075773,DESKTOP HP PROONE 400 G1 DE 19.5 PULGADAS ARRIENDO 36 MESES,DESKTOP
1136160,DESKTOP DELL OPTIPLEX 9020 UNIDAD,DESKTOP
1136186,DESKTOP SUNSHINE V4  UNIDAD,DESKTOP
1042438,LAPTOP HP 745 G2 UNIDAD,LAPTOP
1042649,DESKTOP HP Z620 UNIDAD,DESKTOP
1136282,LAPTOP LANIX MACBOOK PRO RETINA UNIDAD,LAPTOP
1042583,LAPTOP HP PROBOOK 640 G1  UNIDAD,LAPTOP
1155907,ALL IN ONE LENOVO E73Z CORE I3 FREEDOS UNIDAD,ALL IN ONE
1042575,LAPTOP HP ELITEBOOK 820 G1 UNIDAD,LAPTOP
1136167,DESKTOP GEAR ONE A UNIDAD,DESKTOP
1136153,DESKTOP CIBERGROUP INTEL CORE I5 UNIDAD,DESKTOP
1042514,DESKTOP HP PRODESK 400 G1 UNIDAD,DESKTOP
1163847,LAPTOP TOSHIBA PORTAGE Z30-B3102M UNIDAD,LAPTOP
1155911,DESKTOP LENOVO E73Z CORE I3 FREEDOS UNIDAD,DESKTOP
1042585,LAPTOP HP PROBOOK 640 G1 UNIDAD,LAPTOP
1136275,LAPTOP DELL LATITUDE 7350 UNIDAD,LAPTOP
1042528,DESKTOP - INTEL CORE I4 UNIDAD,DESKTOP
1163844,ALL IN ONE HP HP AIO 400 PROONE G1 UNIDAD,ALL IN ONE
"1164114,""ALL IN ONE APPLE IMAC ME088CI/A 27"""" AIO"",ALL IN ONE"
1042545,DESKTOP HP PROONE 400 G1 DE 19.5 PULGADAS UNIDAD,DESKTOP
1165551,ALL IN ONE LENOVO E73Z. CORE I5 FREEDOS UNIDAD,ALL IN ONE
1155923,DESKTOP ACTIVA ACTIVA CORE I5. WIN 7 PRO UNIDAD,DESKTOP
1136159,DESKTOP DELL OPTIPLEX 3020 MICRO UNIDAD,DESKTOP
1163835,LAPTOP HP PROBOOK 640 G1 UNIDAD,LAPTOP
"1164119,""LAPTOP HP PROBOOK 440 G2 CORE I5-4210U 4GB/500GB 14"""" W7 PRO UNIDAD"",LAPTOP"
1164123,ALL IN ONE HP PROONE 400 G1 I3-4160T  UNIDAD,ALL IN ONE
"1164112,""ALL IN ONE APPLE IMAC AIO MF883CI/A 21.5"""""",ALL IN ONE"
"1164298,""ALL IN ONE APPLE IMAC ME087CI/A 21.5"""""",ALL IN ONE"
1042531,DESKTOP - INTEL CORE I4 UNIDAD,DESKTOP
1042020,DESKTOP DELL OPTIPLEX 7010 SFF + MONITOR E2212H UNIDAD,DESKTOP
1136154,DESKTOP CIBERGROUP INTEL CORE I7 UNIDAD,DESKTOP
1042658,LAPTOP HP ZBOOK 15 (F2Q62LT) UNIDAD,LAPTOP
1042623,LAPTOP HP 14-R003LA UNIDAD,LAPTOP
1164122,ALL IN ONE HP PROONE 400 G1 I5-4590T  UNIDAD,ALL IN ONE
1165753,ALL IN ONE APPLE APPLE IMAC21.5 ME086CI UNIDAD,ALL IN ONE
1163837,LAPTOP HP ELITEBOOK 820 G1 UNIDAD,LAPTOP
1164054,ALL IN ONE LENOVO AIO S20 UNIDAD,ALL IN ONE
1042584,LAPTOP HP PROBOOK 650 G1  UNIDAD,LAPTOP
"1164109,""LAPTOP APPLE MACBOOK PRO™ MD101CI/A 13.3"""""",LAPTOP"
1042647,DESKTOP HP Z620 F1K70LA UNIDAD,DESKTOP
1164689,LAPTOP ASUS X455LD UNIDAD,LAPTOP
1164120,LAPTOP HP PROBOOK 440 G2 I7-4510U UNIDAD,LAPTOP
1042550,DESKTOP HP PRODESK 600 G1 CON FACTOR DE FORMA REDUCIDO UNIDAD,DESKTOP
1164111,LAPTOP APPLE MACBOOK PRO RETINA MGXC2CI/A UNIDAD,LAPTOP
1042486,DESKTOP LANIX TITAN HX 4320E UNIDAD,DESKTOP
1042641,DESKTOP HP Z230 UNIDAD,DESKTOP
1164121,LAPTOP HP ELITEBOOK FOLIO 9480M CORE I7-4600U UNIDAD,LAPTOP
1163838,LAPTOP HP ELITEBOOK 820 G1 UNIDAD,LAPTOP
1042504,DESKTOP HP PRODESK 400 G1 G5R02LT#ABM UNIDAD,DESKTOP
"1164110,""LAPTOP APPLE MACBOOK PRO RETINA MGXA2CI/A 15.4"""""",LAPTOP"
1042551,DESKTOP HP ESKTOP HP PRODESK 600PC HP PROONE 600 ALL-IN-ONE UNIDAD,DESKTOP
1136180,DESKTOP PREMIUM INTEL CORE I5 UNIDAD,DESKTOP
1136288,LAPTOP XVISION C14RVHB UNIDAD,LAPTOP
1165548,ALL IN ONE LENOVO E72Z CORE I5. WIN 8.1 UNIDAD,ALL IN ONE
1166480,LAPTOP LENOVO THINKPAD E440 (20C500AMCS) UNIDAD,LAPTOP
1166477,LAPTOP LENOVO THINKPAD E4070 (80EQ007RCL) UNIDAD,LAPTOP
1165239,LAPTOP TOSHIBA P55-B5181SM UNIDAD,LAPTOP
1042559,DESKTOP HP ELITEONE 800 G1 TODO EN UNO UNIDAD,DESKTOP
1166475,LAPTOP LENOVO THINKPAD E4070 (80EQ006LLM) UNIDAD,LAPTOP
1042554,DESKTOP HP ELITEDESK 800 G1  UNIDAD,DESKTOP
1164052,LAPTOP LENOVO IDEAPAD G40-30 UNIDAD,LAPTOP
1165222,LAPTOP HP 240 G3 CELERON N2840 UNIDAD,LAPTOP
1042569,DESKTOP HP ENVY RECLINE 23-K110LA TOUCHSMART ALL-IN-ONE UNIDAD,DESKTOP
1165213,ALL IN ONE LENOVO S20 UNIDAD,ALL IN ONE
1042591,LAPTOP HP 210 G1 UNIDAD,LAPTOP
1166490,LAPTOP LENOVO THINKPAD T450S (20BW000FCL) UNIDAD,LAPTOP
1164690,DESKTOP ASUS PC I7-4770 8G 1TB DVDRW UNIDAD,DESKTOP
1075878,DESKTOP HP Z820 ARRIENDO 36 MESES,DESKTOP
1164823,ALL IN ONE LENOVO E73Z I3-4160 UNIDAD ,ALL IN ONE
1165191,ALL IN ONE HP  HP 19-2230LA  UNIDAD,ALL IN ONE
1165210,ALL IN ONE HP PAVILION 18-G1 UNIDAD,ALL IN ONE
1166473,LAPTOP LENOVO THINKPAD T440 (20B7000QCL) UNIDAD,LAPTOP
1165256,ALL IN ONE LANIX AIO 21.5 - I74770     UNIDAD,ALL IN ONE
"1164115,""ALL IN ONE APPLE IMAC 27"""" ME089CI/A 27"""" AIO"",ALL IN ONE"
1164691,DESKTOP ASUS PC I5-4440 4GB 500GB HDD DVD-RW UNIDAD,DESKTOP
1166494,LAPTOP LENOVO ULTRABOOK LENOVO THINKPAD X1 CARBON (20BT000DCL) UNIDAD,LAPTOP
1136283,LAPTOP LENOVO B40-30 UNIDAD,LAPTOP
1042560,DESKTOP HP ELITEDESK 800 G1 CON FACTOR DE FORMA REDUCIDO UNIDAD,DESKTOP
"1164113,""ALL IN ONE APPLE IMAC 21.5"""" ME086CI/A 21.5"""""",ALL IN ONE"
1163836,LAPTOP HP ELITEBOOK FOLIO 9480M UNIDAD,LAPTOP
1075752,LAPTOP LENOVO X240 I5 ARRIENDO 36 MESES,LAPTOP
1042006,DESKTOP HP PROLIANT ML310E GEN8 V2 INTEL UNIDAD,DESKTOP
1164688,LAPTOP ASUS X455LD UNIDAD,LAPTOP
1164949,DESKTOP HP ELITEDESK 705 G1 A4 PRO 7350B UNIDAD,DESKTOP
1075250,DESKTOP DELL OPTIPLEX 3020 SFF ARRIENDO 36 MESES,DESKTOP
1075757,DESKTOP - INTEL CORE I5 ARRIENDO 36 MESES,DESKTOP
1042602,LAPTOP HP ELITEBOOK FOLIO 1040 G1 UNIDAD,LAPTOP
1042572,DESKTOP HP PAVILION ALL-IN-ONE 23-G001LA UNIDAD,DESKTOP
"1165218,""ALL IN ONE DELL OPTIPLEX 3030 I5-4590S 19.5"""" 4GB 500GB UNIDAD"",ALL IN ONE"
1136289,LAPTOP XVISION E1023 UNIDAD,LAPTOP
1165349,DESKTOP LENOVO THINKCENTRE M73E I5/4GB/500GB  UNIDAD,DESKTOP
1165527,LAPTOP DELL LATITUDE 7440 UNIDAD,LAPTOP
1163841,DESKTOP HP PRODESK 400 G1 UNIDAD,DESKTOP
1075251,LAPTOP LENOVO THINKPAD E440 ARRIENDO 36 MESES,LAPTOP
1042645,DESKTOP HP Z420 F1K67LA UNIDAD,DESKTOP
1166493,LAPTOP LENOVO ULTRABOOK LENOVO THINKPAD X1 CARBON (20BT000BCL) UNIDAD,LAPTOP
1165240,LAPTOP LENOVO Y50-70 UNIDAD,LAPTOP
1166479,DESKTOP LENOVO THINKSTATION P300 TOWER WORKSTATION (30AG002YCL) UNIDAD,DESKTOP
1042024,LAPTOP HP 240 UNIDAD,LAPTOP
1165529,LAPTOP DELL LATITUDE 7240. I7 UNIDAD,LAPTOP
1166211,LAPTOP DELL INSPIRON 14-3442 UNIDAD,LAPTOP
1166481,LAPTOP LENOVO THINKPAD E440 (20C5A0EC00) UNIDAD,LAPTOP
1165968,DESKTOP LENOVO THINKCENTRE EDGE 73Z UNIDAD,DESKTOP
1075745,ALL IN ONE HP AIO PRO ONE 400 G1 ARRIENDO 36 MESES,ALL IN ONE
1042657,DESKTOP HP Z420 F1K68LA UNIDAD,DESKTOP
1166489,LAPTOP LENOVO THINKPAD T450S (20BW000DCL) UNIDAD,LAPTOP
1166496,LAPTOP LENOVO THINKPAD T450 (20BU0001CL) UNIDAD,LAPTOP
1136161,DESKTOP EBOX-CRECIC INTEL CORE I3 ARRIENDO 36 MESES,DESKTOP
1166483,LAPTOP LENOVO ULTRABOOK LENOVO THINKPAD X250 (20CL0003CL) UNIDAD,LAPTOP
1170975,LAPTOP TOSHIBA NOTEBOOK TOSHIBA SATELLITE C55-B5115KM UNIDAD,LAPTOP
1136029,ALL IN ONE DELL INSPIERON 20 SERIE 3000 UNIDAD,ALL IN ONE
1164692,LAPTOP ASUS ZENBOOK UX303LN UNIDAD,LAPTOP
1166474,LAPTOP LENOVO THINKPAD W541 MOBILE WORKSTATION (20EG000BCL) UNIDAD,LAPTOP
1042640,DESKTOP HP Z230 F1J72LT UNIDAD,DESKTOP
1171167,ALL IN ONE LENOVO THINKCENTRE E93Z 10AB002FCS UNIDAD,ALL IN ONE
1164693,LAPTOP HP 240 G3 UNIDAD,LAPTOP
1075033,ALL IN ONE LENOVO E73Z I3 ARRIENDO 24 MESES,ALL IN ONE
1171224,LAPTOP LENOVO IDEAPAD G4045 80E10073CL UNIDAD,LAPTOP
1165534,LAPTOP DELL LATITUDE 5440. I7 UNIDAD,LAPTOP
1170434,ALL IN ONE LENOVO THINKCENTRE EDGE 73Z  UNIDAD,ALL IN ONE
1073812,ALL IN ONE HP AIO PRO ONE 400 G1 ARRIENDO 12 MESES,ALL IN ONE
1136139,DESKTOP - E73E G3220 UNIDAD,DESKTOP
1042562,DESKTOP HP ELITEDESK 800 G1 UNIDAD,DESKTOP
1136177,DESKTOP MINIBOX N2957TX-S2S120 UNIDAD,DESKTOP
1165226,ALL IN ONE HP AIO PRO ONE 400 G1 UNIDAD,ALL IN ONE
1166470,LAPTOP LENOVO ULTRABOOK LENOVO THINKPAD X240  (20AM00BBCL) UNIDAD,LAPTOP
1171003,LAPTOP TOSHIBA NOTEBOOK TOSHIBA SATELLITE L55-B5192SM UNIDAD,LAPTOP
1166469,LAPTOP LENOVO ULTRABOOK LENOVO THINKPAD X240  (20AM001PCL) UNIDAD,LAPTOP
1042558,DESKTOP HP ELITEONE 800 TODO-EN-UNO UNIDAD,DESKTOP
1165224,LAPTOP TOSHIBA C55-B5115 CELERON 2840. FREEDOS UNIDAD,LAPTOP
1171554,DESKTOP DELL PRECISION T7910 UBUNTU/2XE5/128GB/3X2TB/K5200. SIN MONITOR UNIDAD,DESKTOP
1136173,DESKTOP LANIX S601-I3 4150 UNIDAD,DESKTOP
1171136,ALL IN ONE LENOVO THINKCENTRE EDGE 73Z 10BD007NCS UNIDAD,ALL IN ONE
1171549,LAPTOP DELL ULTRABOOK LATITUDE E7250 I5/8GB/256GB DISCO SSD/BATERIA 3 CELDAS UNIDAD,LAPTOP
1172472,DESKTOP ARTEC NETANYA I5 (M20-WPOF2) ARRIENDO 24 MESES,DESKTOP
1075729,ALL IN ONE HP PROONE 400 G1 ARRIENDO 36 MESES,ALL IN ONE
1166152,LAPTOP DELL LATITUDE 3450 UNIDAD,LAPTOP
1171553,ALL IN ONE DELL OPTIPLEX 9030AIO I7/8GB/1T DISCO/DVD RW/NON-TOUCH UNIDAD,ALL IN ONE
1171168,DESKTOP LENOVO THINKCENTRE M73 10B7A1GWCS UNIDAD,DESKTOP
1042546,DESKTOP HP PROONE 400 G1 TÁCTIL DE 21.5 PULGADAS UNIDAD,DESKTOP
1136155,DESKTOP CIBERTEC CBT CORE I5 UNIDAD,DESKTOP
1166476,LAPTOP LENOVO THINKPAD E4070 (80EQ006MLM) UNIDAD,LAPTOP
1042624,LAPTOP HP COMPAQ 15-H006LA UNIDAD,LAPTOP
1166478,LAPTOP LENOVO THINKPAD E4070 (80EQ0087CL) UNIDAD,LAPTOP
1165255,ALL IN ONE LANIX AIO 21.5 - I74770 - W     UNIDAD,ALL IN ONE
1042648,DESKTOP HP Z620 F1K71LA UNIDAD,DESKTOP
1171716,LAPTOP DELL OPTIPLEX 3020 SFF I5/4GB/500GB DISCO/DVD RW. SIN MONITOR UNIDAD,LAPTOP
1171744,DESKTOP HP WORKSTATION Z440 E5-1650V3 UNIDAD,DESKTOP
1165249,ALL IN ONE LANIX AIO 21.5 - I54440 - W     UNIDAD,ALL IN ONE
1164834,ALL IN ONE LENOVO E73Z (G3240)  UNIDAD,ALL IN ONE
1166471,LAPTOP LENOVO THINKPAD T440P (20AW0001CL) UNIDAD,LAPTOP
1136157,DESKTOP CIBERTEC CBT DUAL CORE UNIDAD,DESKTOP
"1164124,""ALL IN ONE APPLE IMAC 27"""" 3.4GHZ QC 2X4GB 1TB GTX775M UNIDAD"",ALL IN ONE"
1170974,LAPTOP TOSHIBA NOTEBOOK TOSHIBA SATELLITE C55-B5117KM UNIDAD,LAPTOP
1165528,LAPTOP DELL LATITUDE 7440 UNIDAD,LAPTOP
1165247,ALL IN ONE LANIX AIO 21.5 - I34150 - W     UNIDAD,ALL IN ONE
1165960,DESKTOP HP Z440 CMT E5-1603 UNIDAD,DESKTOP
1171176,DESKTOP DELL OPTIPLEX 3020 UNIDAD,DESKTOP
1171755,DESKTOP HP ELITEDESK 800 UNIDAD,DESKTOP
1179345,DESKTOP LANIX S601 I5  UNIDAD,DESKTOP
1166484,LAPTOP LENOVO ULTRABOOK LENOVO THINKPAD X250 (20CL001JCL) UNIDAD,LAPTOP
1042605,LAPTOP HP ENVY 15-J108LA  UNIDAD,LAPTOP
1171135,ALL IN ONE LENOVO THINKCENTRE EDGE 73Z 10BD00N1CB UNIDAD,ALL IN ONE
1042479,LAPTOP LANIX NEURON A UNIDAD,LAPTOP
1172369,DESKTOP HP ELITEDESK 800 G1 I7-4790 16GB 1TB W7PRO UNIDAD,DESKTOP
1042643,DESKTOP HP Z420 F1K65LT UNIDAD,DESKTOP
1179427,LAPTOP ACER E3-112-C6ME UNIDAD,LAPTOP
1042622,LAPTOP HP F4H49LA UNIDAD,LAPTOP
1042656,DESKTOP HP Z1 UNIDAD,DESKTOP
1136287,LAPTOP TOSHIBA X75-A7204KL UNIDAD,LAPTOP
1179875,ALL IN ONE LENOVO S20 (F0AY001HCB) UNIDAD,ALL IN ONE
1042503,DESKTOP HP PRODESK 400 G1 E2D14AV#029 UNIDAD,DESKTOP
1171714,LAPTOP DELL ULTRABOOK LATITUDE E7450 I7/8GB/256GB DISCO SSD/BATERIA 4 CELDAS UNIDAD,LAPTOP
1165248,ALL IN ONE LANIX AIO 21.5 - I34150     UNIDAD,ALL IN ONE
1166497,LAPTOP LENOVO THINKPAD T450 (20BU0002CL) UNIDAD,LAPTOP
1179107,DESKTOP HP Z440 UNIDAD,DESKTOP
1136164,DESKTOP ENLACESSC PRO CORE I7 UNIDAD,DESKTOP
1172496,DESKTOP DELL OPTIPLEX 9020 SFF R 7250  UNIDAD,DESKTOP
1170378,DESKTOP HP ELITEDESK 705 G1 DM ARRIENDO 36 MESES,DESKTOP
"1179361,""DESKTOP LANIX S601 I7-4790-M20""""  UNIDAD"",DESKTOP"
1171552,DESKTOP DELL OPTIPLEX 9020 SFF I7/8GB/500GB DISCO/DVD RW/2GB VIDEO. SIN MONITOR UNIDAD,DESKTOP
1180651,DESKTOP HP AIO HP 205 G2  UNIDAD ,DESKTOP
